민원ID,접수일,접수채널,행정동,주소,위도,경도,반복지점,반복여부,민원내용,처리상태,처리일,처리기간,담당부서,신고자연락처,신고자생년
M0037,2026-07-03,국민신문고,가온동,한빛구 가온동 272-51,37.552903,127.049011,가온시장 뒷골목,Y,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,2026-07-18,15,청소행정과,010-6049-3963,19650310-1******
M0016,2026-08-16,국민신문고,가온동,가온동 가온동 일원,37.552159,127.049859,,N,음식물쓰레기를 종량제 용기 없이 그냥 버려 악취가 심합니다,완료,2026-08-23,7,주민생활지원과,010-3044-5468,19760904-1******
M0193,2026-05-06,홈페이지,라온동,세종특별자치시 한빛구 라온동 4로 8,37.561587,127.043981,,N,담배꽁초와 일회용컵이 계단 아래 쌓여 있습니다,완료,2026-05-11,5,환경관리과,010-8089-3817,19821213-2******
M0010,260618,전화,가온동,세종특별자치시 한빛구 가온동 22로 69,37.556751,127.039613,,N,매번 같은 자리에 또 버립니다 단속 좀 해주세요,완료,260623,5,청소행정과,010-9194-4052,19621015-2******
M0194,2026.07.19,전화,라온동,라온동 라온동 일원,37.567314,127.039857,,N,수거 차량이 다녀간 뒤에도 쓰레기가 그대로 남아 있습니다,완료,2026.07.22,3,주민생활지원과,010-7119-3559,19670714-2******
M0044,2026/08/19,전화,가온동,가온동 가온동 일원,37.548216,127.046075,,N,수거 차량이 다녀간 뒤에도 쓰레기가 그대로 남아 있습니다,완료,2026/09/01,13,주민생활지원과,010-3931-1182,19630122-2******
M0199,2026.08.04,전화,라온동,세종특별자치시 한빛구 라온동 26로 16,37.564464,127.041715,라온천 산책로 입구,Y,여기 좀 봐주세요,완료,2026.08.12,8,청소행정과,010-9306-4358,19671208-1******
M0153,2026-07-17,전화,새벽동,한빛구 새벽동 383-30,37.544388,127.051273,새벽역 2번출구 뒤편,Y,매번 같은 자리에 또 버립니다 단속 좀 해주세요,완료,2026-07-22,5,환경관리과,010-2010-8050,19621218-2******
M0122,2026/05/08,국민신문고,바다동,한빛구 바다동 540-42,37.561776,127.066389,바다공원 북측 출입로,Y,수거 차량이 다녀간 뒤에도 쓰레기가 그대로 남아 있습니다,완료,2026/05/11,3,환경관리과,010-3544-8655,19950213-1******
M0169,2026-07-09,전화,새벽동,새벽동 새벽역 2번출구 뒤편,37.545084,127.051869,새벽역 2번출구 뒤편,Y,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,2026-07-15,6,청소행정과,010-2566-3237,19810717-1******
M9785,260729,방문,새벽동,한빛구 새벽동 300-20,37.54626,127.053679,,N,분리수거함이 넘쳐서 주변에 페트병이 흩어져 있습니다,완료,260809,11,주민생활지원과,010-6261-8365,19920425-2******
M0071,260716,앱,다솜동,한빛구 다솜동 691-18,37.55383,127.062118,,N,냄새가 너무 심합니다 조치 부탁드립니다,보류,,,청소행정과,010-4747-7692,19940424-1******
M0052,2026-07-04,방문,가온동,한빛구 가온동 428-30,37.551392,127.04734,가온로 12길 일대,Y,공사장에서 나온 폐자재가 인도에 방치돼 있습니다,완료,2026-07-12,8,청소행정과,010-7878-3605,19831012-2******
M0183,2026/07/01,홈페이지,나래동,나래동 나래동 일원,37.556416,127.058417,,N,배출 요일이 아닌데 미리 내놓아 길이 지저분합니다,완료,2026/07/06,5,주민생활지원과,010-7297-6266,19950312-1******
M0185,2026-07-24,방문,나래동,나래동 나래아파트 상가,,,나래아파트 상가,Y,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,보류,,,청소행정과,010-7016-6936,19710118-1******
M0134,2026.06.02,전화,바다동,한빛구 바다동 501-55,37.562292,127.067282,바다공원 북측 출입로,Y,수거 차량이 다녀간 뒤에도 쓰레기가 그대로 남아 있습니다,완료,2026.06.08,6,주민생활지원과,010-7638-4490,19831026-2******
M0177,260608,홈페이지,,한빛구 나래동 180-9,37.563702,127.056458,,N,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,260619,11,청소행정과,010-9501-9101,19910806-1******
M0065,2026/05/10,앱,다솜동,한빛구 다솜동 334-30,37.546525,127.060715,,N,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,2026/05/20,10,청소행정과,010-2472-6610,20020114-2******
M0192,2026/08/13,국민신문고,라온동,한빛구 라온동 672-55,37.570955,127.046792,,N,매번 같은 자리에 또 버립니다 단속 좀 해주세요,완료,2026/08/20,7,청소행정과,010-6164-7925,19910218-1******
M0076,2026-08-09,앱,다솜동,세종특별자치시 한빛구 다솜동 7로 17,37.545667,127.059098,다솜빌라 주차장,Y,공사장에서 나온 폐자재가 인도에 방치돼 있습니다,처리중,,,청소행정과,010-4001-9980,19771114-1******
M0117,2026.08.17,홈페이지,마루동,세종특별자치시 한빛구 마루동 33로 67,37.54823,127.03352,마루골목 상가 뒤,Y,수거 차량이 다녀간 뒤에도 쓰레기가 그대로 남아 있습니다,완료,2026.08.18,1,주민생활지원과,010-6256-3461,19600616-2******
M0024,2026-07-23,홈페이지,가온동,가온동 가온로 12길 일대,37.552091,127.047042,가온로 12길 일대,Y,분리수거함이 넘쳐서 주변에 페트병이 흩어져 있습니다,완료,2026-07-28,5,청소행정과,010-8221-7410,19610719-2******
M0135,2026.05.01,홈페이지,바다동,세종특별자치시 한빛구 바다동 30로 56,37.55943,127.072706,,N,공사장에서 나온 폐자재가 인도에 방치돼 있습니다,보류,,365,환경관리과,010-5742-6634,19710926-1******
M0040,2026/07/04,홈페이지,가온동,가온동 가온로 12길 일대,37.551267,127.046843,가온로 12길 일대,Y,냄새가 너무 심합니다 조치 부탁드립니다,완료,2026/07/13,9,환경관리과,010-7773-4667,19910412-2******
M0055,2026-06-26,앱,다솜동,다솜동 다솜중학교 후문,37.547164,127.0615,다솜중학교 후문,Y,분리수거함이 넘쳐서 주변에 페트병이 흩어져 있습니다,완료,2026-04-02,365,청소행정과,010-8671-6366,19720927-2******
M0068,260623,홈페이지,다솜동,한빛구 다솜동 802-58,,,다솜중학교 후문,Y,수거 차량이 다녀간 뒤에도 쓰레기가 그대로 남아 있습니다,처리중,,,환경관리과,010-2244-7057,19680228-2******
M0174,2026-07-16,홈페이지,나래동,한빛구 나래동 163-48,37.558515,127.056671,나래아파트 상가,Y,매번 같은 자리에 또 버립니다 단속 좀 해주세요,완료,2026-07-17,1,주민생활지원과,010-3992-3640,20030509-2******
M0088,2026.07.17,앱,다솜동,세종특별자치시 한빛구 다솜동 14로 51,37.546281,127.061387,다솜중학교 후문,Y,담배꽁초와 일회용컵이 계단 아래 쌓여 있습니다,완료,2026.07.26,9,환경관리과,010-3963-1444,19890119-2******
M0172,2026.07.23,앱,나래동,나래동 나래동 일원,37.559703,127.05959,,N,매번 같은 자리에 또 버립니다 단속 좀 해주세요,완료,2026.07.28,5,환경관리과,010-7953-8542,19960805-1******
M0070,2026-08-18,홈페이지,다솜동,한빛구 다솜동 864-21,37.545963,127.05971,다솜로 3길 원룸촌,Y,장롱과 매트리스가 버려져 있는데 대형폐기물 스티커가 없습니다,완료,2026-08-24,6,주민생활지원과,010-7019-5086,19810224-1******
M9216,2026.08.15,방문,마루동,세종특별자치시 한빛구 마루동 27로 63,37.550115,127.03487,마루경로당 앞,Y,음식물쓰레기를 종량제 용기 없이 그냥 버려 악취가 심합니다,처리중,,,환경관리과,010-3820-5673,19751115-2******
M0130,260615,전화,바다동,바다동 바다동 일원,37.561296,127.063981,,N,음식물쓰레기를 종량제 용기 없이 그냥 버려 악취가 심합니다,완료,2026-04-02,7,청소행정과,010-5311-5194,19840218-2******
M0107,2026-08-17,앱,마루동,세종특별자치시 한빛구 마루동 27로 83,37.550112,127.034921,마루경로당 앞,Y,냄새가 너무 심합니다 조치 부탁드립니다,처리중,,,환경관리과,010-9511-6901,19580217-1******
M0109,2026/07/26,방문,마루동,세종특별자치시 한빛구 마루동 25로 73,37.549563,127.035041,마루경로당 앞,Y,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,2026/07/31,5,주민생활지원과,010-2697-4408,19650902-1******
M0018,260609,홈페이지,가온동,세종특별자치시 한빛구 가온동 11로 52,37.553273,127.053238,,N,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,260622,13,환경관리과,010-7935-7367,19741013-2******
M0061,2026/08/14,국민신문고,다솜동,다솜동 다솜동 일원,37.548379,127.059713,,N,담배꽁초와 일회용컵이 계단 아래 쌓여 있습니다,완료,2026/08/20,6,주민생활지원과,010-7766-9084,19730816-2******
M0140,260801,앱,바다동,바다동 바다동 일원,37.565191,127.065153,,N,가정용 종량제 봉투가 아닌 일반 비닐에 담아 버려져 있습니다,완료,260806,5,주민생활지원과,010-8681-4296,19561013-1******
M0119,260714,홈페이지,마루동,세종특별자치시 한빛구 마루동 39로 15,37.549364,127.03387,마루골목 상가 뒤,Y,공사장에서 나온 폐자재가 인도에 방치돼 있습니다,완료,260716,2,청소행정과,010-5420-2770,20020207-1******
M0154,2026-08-03,방문,새벽동,세종특별자치시 한빛구 새벽동 4로 40,37.544188,127.052119,새벽역 2번출구 뒤편,Y,공사장에서 나온 폐자재가 인도에 방치돼 있습니다,완료,2026-08-13,10,환경관리과,010-5905-7519,19820616-2******
M0049,2026.07.05,전화,가온동,가온동 가온동 일원,37.556458,127.053826,,N,냄새가 너무 심합니다 조치 부탁드립니다,완료,2026.07.13,8,주민생활지원과,010-6983-2018,19890710-2******
M0072,2026.05.31,홈페이지,다솜동,세종특별자치시 한빛구 다솜동 11로 52,37.542759,127.06072,,N,음식물쓰레기를 종량제 용기 없이 그냥 버려 악취가 심합니다,완료,2026.06.08,8,환경관리과,010-5044-5666,19660607-1******
M0060,260713,방문,다솜동,세종특별자치시 한빛구 다솜동 15로 25,37.545576,127.058593,다솜빌라 주차장,Y,음식물쓰레기를 종량제 용기 없이 그냥 버려 악취가 심합니다,완료,260725,12,환경관리과,010-4234-7169,19760703-2******
M0170,2026-07-07,방문,나래동,한빛구 나래동 274-6,37.558889,127.056713,나래아파트 상가,Y,가정용 종량제 봉투가 아닌 일반 비닐에 담아 버려져 있습니다,완료,2026-07-16,9,주민생활지원과,010-7490-7480,19560405-2******
M0053,2026/05/22,홈페이지,다솜동,한빛구 다솜동 175-11,37.551549,127.061841,,N,냄새가 너무 심합니다 조치 부탁드립니다,완료,2026/05/29,7,환경관리과,010-9500-3009,19920601-2******
M0038,2026-05-23,전화,가온동,한빛구 가온동 294-60,37.552443,127.04902,가온시장 뒷골목,Y,공사장에서 나온 폐자재가 인도에 방치돼 있습니다,완료,2026-05-29,6,주민생활지원과,010-2044-3881,19760918-2******
M0141,2026-06-26,앱,바다동,바다동 바다동 일원,37.561398,127.067815,,N,음식물쓰레기를 종량제 용기 없이 그냥 버려 악취가 심합니다,보류,,,환경관리과,010-5901-6031,19801109-2******
M0165,2026-06-26,홈페이지,새벽동,새벽동 새벽동 일원,,,,N,냄새가 너무 심합니다 조치 부탁드립니다,완료,2026-06-30,4,청소행정과,010-2897-2413,19690206-2******
M0061,2026/08/14,국민신문고,다솜동,다솜동 다솜동 일원,37.548379,127.059713,,N,담배꽁초와 일회용컵이 계단 아래 쌓여 있습니다,완료,2026/08/20,6,주민생활지원과,010-7766-9084,19730816-2******
M0013,2026-06-03,앱,가온동,가온동 가온동 일원,37.552591,127.053826,,N,담배꽁초와 일회용컵이 계단 아래 쌓여 있습니다,보류,,,주민생활지원과,010-6466-7607,19881108-1******
M0147,2026.08.20,홈페이지,바다동,세종특별자치시 한빛구 바다동 8로 46,,,바다공원 북측 출입로,Y,분리수거함이 넘쳐서 주변에 페트병이 흩어져 있습니다,완료,2026.08.30,10,주민생활지원과,010-6017-8176,19850601-1******
M0003,2026-05-25,방문,가온동,가온동 가온시장 뒷골목,37.552712,127.049175,가온시장 뒷골목,Y,장롱과 매트리스가 버려져 있는데 대형폐기물 스티커가 없습니다,완료,2026-06-04,10,환경관리과,010-9270-4003,19921208-2******
M0085,2026/07/14,홈페이지,다솜동,세종특별자치시 한빛구 다솜동 35로 18,37.545638,127.059824,다솜로 3길 원룸촌,Y,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,2026/07/27,13,청소행정과,010-8120-9074,19670119-1******
M0182,260523,앱,나래동,나래동 나래아파트 상가,37.55919,127.057221,나래아파트 상가,Y,수거 차량이 다녀간 뒤에도 쓰레기가 그대로 남아 있습니다,처리중,,,청소행정과,010-9288-9288,19840702-1******
M0187,2026/07/19,전화,나래동,나래동 나래아파트 상가,37.558889,127.056705,나래아파트 상가,Y,장롱과 매트리스가 버려져 있는데 대형폐기물 스티커가 없습니다,완료,2026/07/22,,주민생활지원과,010-6600-3072,19630201-2******
M0163,260703,앱,새벽동,새벽동 새벽동 일원,37.545758,127.053281,,N,분리수거함이 넘쳐서 주변에 페트병이 흩어져 있습니다,완료,2026-04-02,4,환경관리과,010-2680-5269,19881010-2******
M0104,2026.05.17,방문,마루동,마루동 마루동 일원,37.548948,127.029819,,N,공사장에서 나온 폐자재가 인도에 방치돼 있습니다,완료,2026.05.25,8,청소행정과,010-6285-5910,19890915-1******
M0056,2026-06-19,방문,다솜동,한빛구 다솜동 229-29,37.546951,127.061545,다솜중학교 후문,Y,배출 요일이 아닌데 미리 내놓아 길이 지저분합니다,완료,2026-06-21,2,환경관리과,010-5924-2820,19690513-1******
M0048,2026-08-08,전화,가온동,,37.550998,127.047532,가온로 12길 일대,Y,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,처리중,,,환경관리과,010-2038-6170,19680828-2******
M0097,2026-05-07,전화,마루동,한빛구 마루동 544-12,37.549203,127.034165,마루골목 상가 뒤,Y,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,2026-05-14,7,주민생활지원과,010-3839-2891,19910808-1******
M0091,2026-05-28,전화,마루동,한빛구 마루동 823-59,37.549505,127.035174,마루경로당 앞,Y,공사장에서 나온 폐자재가 인도에 방치돼 있습니다,완료,2026-06-05,8,청소행정과,010-2744-9959,19611003-2******
M0067,2026.07.19,전화,다솜동,세종특별자치시 한빛구 다솜동 39로 22,37.543931,127.065065,,N,냄새가 너무 심합니다 조치 부탁드립니다,완료,2026.07.29,10,주민생활지원과,010-9379-5881,19731115-1******
M0094,2026-05-09,홈페이지,마루동,세종특별자치시 한빛구 마루동 24로 75,37.549262,127.034268,마루골목 상가 뒤,Y,공사장에서 나온 폐자재가 인도에 방치돼 있습니다,완료,2026-05-20,11,청소행정과,010-6334-1185,19991206-1******
M0086,2026/08/08,전화,다솜동,세종특별자치시 한빛구 다솜동 12로 81,37.545763,127.059535,다솜로 3길 원룸촌,Y,여기 좀 봐주세요,완료,2026/08/18,10,환경관리과,010-2993-4549,19930806-2******
M0137,2026-05-02,홈페이지,바다동,세종특별자치시 한빛구 바다동 11로 42,37.563234,127.067579,,N,여기 좀 봐주세요,완료,2026-05-07,5,환경관리과,010-7540-1875,19571020-1******
M0015,2026/07/30,국민신문고,가온동,세종특별자치시 한빛구 가온동 38로 42,37.555542,127.049742,,N,가정용 종량제 봉투가 아닌 일반 비닐에 담아 버려져 있습니다,완료,2026/08/10,11,청소행정과,010-9134-8279,20010706-1******
M0064,260621,방문,다솜동,다솜동 다솜중학교 후문,37.546915,127.061474,다솜중학교 후문,Y,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,260701,10,환경관리과,010-5261-4388,19591106-1******
M0017,260602,국민신문고,가온동,세종특별자치시 한빛구 가온동 21로 54,37.550778,127.047405,가온로 12길 일대,Y,음식물쓰레기를 종량제 용기 없이 그냥 버려 악취가 심합니다,보류,,,청소행정과,010-3176-3811,19980220-1******
M0198,2026-08-10,방문,라온동,세종특별자치시 한빛구 라온동 7로 3,37.564815,127.041558,라온천 산책로 입구,Y,음식물쓰레기를 종량제 용기 없이 그냥 버려 악취가 심합니다,완료,2026-08-15,5,청소행정과,010-4843-9087,19841119-2******
M0159,2026-08-04,앱,새벽동,세종특별자치시 한빛구 새벽동 19로 45,37.545324,127.056443,,N,냄새가 너무 심합니다 조치 부탁드립니다,완료,2026-08-10,6,청소행정과,010-8626-1478,19970922-1******
M0096,260729,홈페이지,마루동,마루동 마루동 일원,37.551222,127.0326,,N,매번 같은 자리에 또 버립니다 단속 좀 해주세요,완료,260808,10,주민생활지원과,010-9498-5292,20001114-1******
M0176,2026.05.11,전화,나래동,세종특별자치시 한빛구 나래동 34로 49,37.558225,127.056956,나래아파트 상가,Y,음식물쓰레기를 종량제 용기 없이 그냥 버려 악취가 심합니다,완료,2026.05.24,13,청소행정과,010-9581-9429,20030412-2******
M0142,2026-05-11,방문,바다동,바다동 바다동 일원,37.560702,127.068437,,N,담배꽁초와 일회용컵이 계단 아래 쌓여 있습니다,완료,2026-05-14,3,환경관리과,010-4978-4759,19900606-2******
M0168,2026-08-05,국민신문고,새벽동,한빛구 새벽동 542-8,37.543827,127.047269,,N,장롱과 매트리스가 버려져 있는데 대형폐기물 스티커가 없습니다,완료,2026-08-09,4,청소행정과,010-6954-9815,19800811-2******
M0124,2026-06-30,앱,바다동,세종특별자치시 한빛구 바다동 37로 40,37.559404,127.068671,,N,배출 요일이 아닌데 미리 내놓아 길이 지저분합니다,보류,,,환경관리과,010-5825-1176,19640515-1******
M0058,260709,국민신문고,,다솜동 다솜로 3길 원룸촌,37.545668,127.059588,다솜로 3길 원룸촌,Y,담배꽁초와 일회용컵이 계단 아래 쌓여 있습니다,보류,,,환경관리과,010-2136-2736,19600105-2******
M0133,2026-07-12,홈페이지,바다동,바다동 바다공원 북측 출입로,37.561258,127.067245,바다공원 북측 출입로,Y,냄새가 너무 심합니다 조치 부탁드립니다,완료,2026-07-13,1,청소행정과,010-8113-8604,19630407-1******
M0073,2026.07.14,국민신문고,다솜동,한빛구 다솜동 519-45,37.546224,127.059913,다솜로 3길 원룸촌,Y,담배꽁초와 일회용컵이 계단 아래 쌓여 있습니다,보류,,,주민생활지원과,010-6603-2338,19600727-2******
M0092,2026.07.06,방문,마루동,한빛구 마루동 520-45,37.548403,127.03362,마루골목 상가 뒤,Y,배출 요일이 아닌데 미리 내놓아 길이 지저분합니다,완료,2026.07.11,5,청소행정과,010-6426-7470,19660604-1******
M0006,2026-07-11,국민신문고,가온동,한빛구 가온동 260-44,37.551567,127.048234,가온로 12길 일대,Y,배출 요일이 아닌데 미리 내놓아 길이 지저분합니다,완료,2026-07-21,10,주민생활지원과,010-5059-6886,19970716-2******
M0050,2026/08/12,방문,가온동,세종특별자치시 한빛구 가온동 10로 28,37.552804,127.049218,가온시장 뒷골목,Y,담배꽁초와 일회용컵이 계단 아래 쌓여 있습니다,완료,2026/08/24,12,환경관리과,010-4386-1007,19591207-2******
M0099,2026-05-11,전화,마루동,마루동 마루골목 상가 뒤,37.549524,127.034469,마루골목 상가 뒤,Y,분리수거함이 넘쳐서 주변에 페트병이 흩어져 있습니다,처리중,,,환경관리과,010-7466-4534,20011005-1******
M0059,260709,방문,다솜동,한빛구 다솜동 626-27,37.545502,127.059384,다솜빌라 주차장,Y,매번 같은 자리에 또 버립니다 단속 좀 해주세요,완료,260720,11,환경관리과,010-7889-2471,19610219-1******
M0021,260706,홈페이지,가온동,한빛구 가온동 384-49,37.551233,127.052085,,N,여기 좀 봐주세요,보류,,,청소행정과,010-4516-8178,19600410-1******
M0002,2026/08/07,홈페이지,가온동,한빛구 가온동 242-45,37.556217,127.047893,,N,장롱과 매트리스가 버려져 있는데 대형폐기물 스티커가 없습니다,완료,2026/08/13,6,환경관리과,010-8392-1577,19750316-1******
M0082,2026.06.25,홈페이지,다솜동,한빛구 다솜동 611-31,37.545099,127.058952,다솜빌라 주차장,Y,담배꽁초와 일회용컵이 계단 아래 쌓여 있습니다,완료,2026.07.01,6,주민생활지원과,010-2226-5417,19821128-1******
M0128,2026.05.22,홈페이지,바다동,한빛구 바다동 125-8,37.556199,127.069808,,N,수거 차량이 다녀간 뒤에도 쓰레기가 그대로 남아 있습니다,완료,2026.05.23,1,환경관리과,010-2291-1923,19620904-1******
M0022,2026-08-09,방문,가온동,세종특별자치시 한빛구 가온동 1로 70,37.551482,127.047143,가온로 12길 일대,Y,분리수거함이 넘쳐서 주변에 페트병이 흩어져 있습니다,완료,2026-08-16,7,청소행정과,010-6365-5273,19850220-2******
M0155,2026/07/19,국민신문고,새벽동,새벽동 새벽동 일원,37.539582,127.053924,,N,장롱과 매트리스가 버려져 있는데 대형폐기물 스티커가 없습니다,처리중,,,주민생활지원과,010-5231-5382,19870811-2******
M0034,2026.07.20,방문,가온동,가온동 가온시장 뒷골목,37.552756,127.049451,가온시장 뒷골목,Y,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,2026.07.27,7,주민생활지원과,010-7872-2425,19880103-1******
M0066,2026/07/22,앱,다솜동,다솜동 다솜빌라 주차장,37.545055,127.05905,다솜빌라 주차장,Y,상가에서 나온 것으로 보이는 박스와 스티로폼이 산더미입니다,완료,2026/07/28,6,청소행정과,010-4837-3338,19960517-1******
M0190,2026/08/05,국민신문고,라온동,한빛구 라온동 372-22,37.564663,127.041973,라온천 산책로 입구,Y,음식물쓰레기를 종량제 용기 없이 그냥 버려 악취가 심합니다,보류,,,주민생활지원과,010-4162-8861,19891006-2******
M0132,2026-08-06,방문,바다동,바다동 바다동 일원,37.564497,127.069133,,N,장롱과 매트리스가 버려져 있는데 대형폐기물 스티커가 없습니다,완료,2026-08-11,5,환경관리과,010-5358-6731,19841209-1******
M0045,260805,국민신문고,가온동,가온동 가온동 일원,37.557283,127.044122,,N,수거 차량이 다녀간 뒤에도 쓰레기가 그대로 남아 있습니다,처리중,,,청소행정과,010-2111-8643,19670810-1******
